FID,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,LocAddress,CityName,State,locZip,countyName,FO,locSupplem,opStatus,OperatType,BasinInspe,AnimalUnit,Horses,TownshipNa,Tier,Range,rangeDir,Sectn,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink,uniqueID,Swine,CattleDair,CattleBeef,Chickens,Turkeys,SheepLGoat,Other,ConsPermit,NPDESPermi,MMP,PindexMMP,NMP
7867,1362601,Dennis Berger and Son Barns 3-4 (welkona),7,1,20000215156.0,310728908,62332,Dennis Berger And Son Barns 3 4 Welkona,1160 Cedar Avenue,Wellman,IA,52356,Washington,6, ,Active,Confinement,No,800.0,0,Lime Creek,77,9,W,9,41.48928,-91.90599,591325,4593652,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,2,89,45,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62332,7551,800,0,0,0,0,0,0,N,N,Y,N,N
7881,1362609,Pig Palace LLC,31,1,20000215164.0,310729441,65811,Pig Palace Llc,5192  30th Avenue,Walker,IA,52352,Benton,1, ,Active,Confinement,No,800.0,0,Polk,86,9,W,9,42.26976,-91.90924,589952,4680304,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1262044800000.0,moved to building center,3,39,20,70802051104.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65811,7559,800,0,0,0,0,0,0,N,N,N,Y,N
7887,1362612,Pork I LLC,31,1,20000215167.0,310729543,61967,Pork I Llc,414 W Madison St,Winthrop,IA,50682,Buchanan,1, ,Inactive,Confinement,No,800.0,0,Perry,0,0, ,25,42.48775,-91.98079,583761,4704436,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION, , ,bbunke,1218153600000.0, ,1,23,12,70801020801.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61967,7562,800,0,0,0,0,0,0,N,N,Y,N,N
7904,1362621,Happy Pork Inc.,31,1,20000215176.0,310730019,63041,Happy Pork Inc.,2340 410th St,Osage,IA,50461,Mitchell,2, ,Active,Confinement,No,800.0,0,Burr Oak,98,16,W,32,43.35628,-92.76432,519098,4800407,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,14,7,70802010801.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63041,7571,800,0,0,0,0,0,0,N,N,Y,N,N
7905,1361792,Hicks Bob & Travis Site 2,31,1,20000214308.0,310691206,62274,Hicks Bob & Travis Site 2,3548 340th Street,Farnhamville,IA,50543,Calhoun,3, ,Active,Confinement,No,800.0,0,Reading,86,31,W,2,42.29571,-94.42605,382445,4683594,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,50,25,71000061001.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62274,6740,800,0,0,0,0,0,0,N,N,Y,N,N
7909,1361794,Harpenau Lee,7,1,20000214310.0,310691242,64453,Harpenau Lee,15499 L-14,Remsen,IA,51050,Plymouth,3, ,Active,Confinement,No,800.0,0,Meadow,93,43,W,31,42.83042,-95.96091,257990,4746236,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,53,27,102300020102.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64453,6742,800,0,0,0,0,0,0,N,N,N,Y,N
7916,1361797,Gibbs Farms LLC,32,1,20000214313.0,310691411,57339,Gibbs Farms Llc,2883 Sheldon Avenue,Greenfield,IA,0,Adair,4, ,Active,Open Feedlot,No,800.0,0,Grand River,75,30,W,7,41.30332,-94.34987,386994,4573308,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1480582900000.0,Moved to center of facility,3,20,10,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57339,6745,0,0,800,0,0,0,0,N,N, , , 
7965,1362652,Pfeiler Brothers Farm Inc.,31,1,20000215208.0,310731303,58306,Pfeiler Brothers Farm Inc.,23343 Flanagan Rd,Holy Cross,IA,52053,Dubuque,1, ,Active,Confinement,No,805.0,0,Concord,90,1,W,15,42.6121,-90.94348,668677,4719791,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,32,16,70600030602.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58306,7602,745,60,0,0,0,0,0,N,N,Y,N,N
7972,1361826,Heitritter Roy,31,1,20000214345.0,310692703,64620,Heitritter Roy,4025 260th Street,Boyden,IA,51234,Lyon,3, ,Active,Confinement,No,800.0,0,Wheeler,98,44,W,36,43.27202,-95.9944,257004,4795377,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,4,2,101702040505.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=64620,6774,800,0,0,0,0,0,0,N,N,N,Y,N
8110,1417502,Eben Jeremy,31,1,20000327956.0,312007182,67188,Eben Jeremy,160 Street,Little Rock,IA,51243,Lyon,3, ,Active,Confinement,No,800.0,0,Liberal,99,44,W,1,43.41877,-95.99358,257656,4811674,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,sheila.k,1455897378000.0, ,4,1,1,101702040701.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67188,9295,800,0,0,0,0,0,0,N,N,N,Y,N
8171,1417741,Hoffman 1,31,1,20000328315.0,312010683,67251,Hoffman 1,1416 385th Ave,Estherville,IA,51334,Emmet,3, ,Inactive,Confinement,No,800.0,0,Emmet,100,34,W,35,43.44158,-94.82243,352523,4811466,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1336348800000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67251,9355,800,0,0,0,0,0,0,N,N,N,Y,N
8256,1418130,Van Beek Kevin,26,1,20000328917.0,312019739,67338,Van Beek Kevin,1635 260th St,Inwood,IA,51240,Lyon,3, ,Active,Confinement/Open Feedlot,No,825.0,0,Lyon,98,48,W,36,43.27237,-96.46607,218727,4796897,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491399269000.0, ,4,1,1,101702031904.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67338,9440,0,0,825,0,0,0,0,N,N,N,Y,N
8352,1418553,J. Dolan Finishers,31,1,20000329874.0,312030101,67446,J. Dolan Finishers,3382  260TH STREET,Masonville,IA,50654,Buchanan,1, ,Active,Confinement,No,800.0,0,Middlefield,88,7,W,25,42.41202,-91.61264,614155,4696456,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1481186476000.0,moved to middle of building,1,95,48,70801020904.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67446,9537,800,0,0,0,0,0,0,N,N,N,Y,N
8377,1418633,West Place Finisher - Nick Evans,31,1,20000330013.0,312031588,67469,West Place Finisher - Nick Evans,159th Street,Lenox,IA,50851,Taylor,4, ,Active,Confinement,No,800.0,0,Holt,70,34,W,25,40.82808,-94.70384,356330,4521070,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1494605436000.0,moved to middle of building,3,24,12,102400130201.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67469,9562,800,0,0,0,0,0,0,N,N,N,Y,N
8408,1418926,Wendell Jackson Poultry,7,1,20000330485.0,311723418,66557,Wendell Jackson Poultry,255th ST,Redding,IA,50860,Ringgold,4, ,Inactive,Confinement,No,800.0,0,Benton,68,31,W,24,40.67087,-94.37234,384011,4503126,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,dan.olso,1296210192000.0, ,5,96,48,102801010401.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66557,9593,0,0,0,800,0,0,0,N,N,N,Y,N
8444,1363061,Rake Farms Inc.,32,1,20000215643.0,310751576,57150,Rake Farms Inc.,3996 PRIMROSE AVE,Osage,IA,0,Mitchell,2, ,Inactive,Open Feedlot,No,800.0,0,Liberty,99,16,W,35,43.34133,-92.73089,521813,4798755,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,14,7,70802011104.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57150,8013,0,0,800,0,0,0,0,N,N, , , 
8474,1363090,Langel Dan,31,1,20000215673.0,310753007,63576,Langel Dan,17288 Jet Road,Le Mars,IA,51031,Plymouth,3, ,Active,Confinement,No,800.0,0,Washington,92,46,W,11,42.80432,-96.24728,234470,4744201,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,3,2,102300020408.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63576,8043,800,0,0,0,0,0,0,N,N,Y,Y,N
8516,1363132,Licht Steve,31,1,20000215716.0,310754791,59470,Licht Steve,3820 440th St,Ayrshire,IA,50515,Palo Alto,3, ,Active,Confinement,No,800.0,0,Silver Lake,95,34,W,35,43.00934,-94.83176,350717,4763480,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,7,4,71000020301.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59470,8085,800,0,0,0,0,0,0,N,N,N,Y,N
8521,1363136,Emery Unruh,31,1,20000215720.0,310754946,63498,Emery Unruh,2633 450th St,Stacyville,IA,50476,Mitchell,2, ,Active,Confinement,No,800.0,0,Liberty,99,16,W,2,43.41579,-92.70652,523759,4807031,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,14,7,70802010703.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63498,8090,800,0,0,0,0,0,0,N,N,N,Y,N
8533,1363215,Paul Franzkowiak,32,1,20000219705.0,310792839,66065,Paul Franzkowiak,6561 190th St, ,IA,51053,Ida,3, ,Active,Open Feedlot,No,800.0,0,Silver Creek,88,39,W,13,42.43031,-95.32774,308522,4700180,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490691042000.0,moved to middle of feedlot,4,17,9,102300050203.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66065,8102,0,0,800,0,0,0,0,N,N, , , 
8535,1363217,Sioux Center Pullets Llp (eisma Site),31,1,20000219707.0,310792857,66087,Sioux Center Pullets Llp (eisma Site),4544 Elmwood Ave,Ireton,IA,51027,Sioux,3, ,Active,Confinement,No,800.0,0,Reading,94,46,W,4,42.99133,-96.29005,231785,4765106,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263772800000.0,moved to building center,5,3,2,101702032402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66087,8104,0,0,0,800,0,0,0,N,N,N,N,N
8543,1363225,Sioux Center Pullets Llp (gradert II Pullet Site),31,1,20000219715.0,310792948,66089,Sioux Center Pullets Llp (gradert Ii Pullet Site),4629 Fig Ave,Ireton,IA,51027,Sioux,3, ,Active,Confinement,No,800.0,0,Reading,94,46,W,9,42.97739,-96.27391,233041,4763506,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263772800000.0,moved to building center,5,3,2,101702032502.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66089,8112,0,0,0,800,0,0,0,N,N,N,Y,N
8548,1363230,Larry Schultes Feedlot,32,1,20000219720.0,310792993,66131,Larry Schultes Feedlot,23722 140th,Van Wert,IA,50262,Decatur,5, ,Active,Open Feedlot,No,800.0,0,Franklin,70,25,W,20,40.84463,-93.75096,436695,4521781,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1483095857000.0,moved to middle of feedlot,2,27,14,102801020801.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66131,8117,0,0,800,0,0,0,0,N,N, , , 
8562,1363244,Sioux Center Pullets Llp - Langel 2 Site,31,1,20000219734.0,310793169,66141,Sioux Center Pullets Llp - Langel 2 Site,14282 FIR AVENUE,Akron,IA,51001,Plymouth,3, ,Active,Confinement,No,800.0,0,Preston,93,47,W,28,42.84703,-96.40828,221496,4749465,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263772800000.0,moved to construction site,5,3,2,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66141,8131,0,0,0,800,0,0,0,N,N,N,Y,N
8583,1363266,Sioux Center Pullets Llp (langel Site),31,1,20000219757.0,310793418,66082,Sioux Center Pullets Llp (langel Site),35509 220th Street,Le Mars,IA,51031,Plymouth,3, ,Active,Confinement,No,800.0,0,America,92,45,W,35,42.73642,-96.12565,244137,4736284,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263772800000.0,moved to building center,5,3,2,102300020501.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66082,8152,0,0,0,800,0,0,0,N,N,N,N,N
8601,1363284,Sioux Center Pullets Llp (gradert I Site),31,1,20000219776.0,310793638,66088,Sioux Center Pullets Llp (gradert I Site),4040 DOVE AVE.,Ireton,IA,51027,Sioux,3, ,Active,Confinement,No,800.0,0,Center,95,46,W,7,43.06354,-96.33162,228715,4773260,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,kenneth.,1427728281000.0,moved to building center,4,4,2,101702032402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66088,8170,0,0,0,800,0,0,0,Y,N,N,N,N
8606,1363290,Sioux Center Pullets Llp (rehder Site) Hawkeye Pride 3,7,1,20000219782.0,310793701,66081,Sioux Center Pullets Llp (rehder Site) Hawkeye Pride 3,Coolidge and 470th St.,Ireton,IA,51027,Sioux,3, ,Active,Confinement,No,800.0,0,Washington,94,47,W,15,42.96689,-96.38889,223617,4762713,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263772800000.0,moved to building center,5,3,2,101702032403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66081,8175,0,0,0,800,0,0,0,N,N,Y,N,N
8650,1373400,B-s Pork Prnsp.steve Fisher,31,1,20000238290.0,311060292,57988,B-s Pork Prnsp.steve Fisher, ,Grand Junction,IA,0,Greene,4, ,Inactive,Confinement,No,800.0,0, ,0,0, ,0,42.03487,-94.39699,384366,4654592,280,PUBLIC LAND SURVEY, , ,batchefd,1243900800000.0, ,4,50,25,71000061003.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57988,8219,800,0,0,0,0,0,0,N,N, , , 
8656,1373406,Greenfield Ryan,26,1,20000238297.0,311060372,66151,Greenfield Ryan,3261 Olive Ave,Sheldon,IA,51201,O'Brien,3, ,Active,Confinement/Open Feedlot,No,820.0,0,Floyd,97,42,W,35,43.17668,-95.76386,275363,4784144,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263600000000.0,moved to building center,5,5,3,102300020103.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66151,8225,0,0,820,0,0,0,0,N,N, , , 
8663,1373413,H & H Farms - Vittetoe,31,1,20000238305.0,311060498,58049,H & H Farms - Vittetoe, ,Washington,IA,52353,Washington,6, ,Inactive,Confinement,No,800.0,0,Washington,75,7,W,0,41.29441,-91.6587,612300,4572308,1140,PUBLIC LAND SURVEY-SECTION, , ,batchefd,1243900800000.0, ,2,89,45,70802090902.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58049,8232,800,0,0,0,0,0,0,N,N, , , 
8681,1373431,Reinert Moody Dave,31,1,20000238323.0,311060709,57785,Reinert Moody Dave, ,Union,IA,0,Hardin,2, ,Inactive,Confinement,No,800.0,0, ,0,0, ,0,42.37969,-93.24053,480198,4691962,280,PUBLIC LAND SURVEY, , ,batchefd,1243900800000.0, ,4,44,22,70802070604.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57785,8250,800,0,0,0,0,0,0,N,N, , , 
8699,1373452,Steve Berger Barn 5 6,31,1,20000238354.0,311061031,66187,Steve Berger Barn 5 6,1175 Birch Avenue,Wellman,IA,52356,Washington,6, ,Active,Confinement,No,800.0,0,Lime Creek,77,9,W,8,41.48743,-91.9242,589807,4593427,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263859200000.0,moved to building center,2,89,45,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66187,8268,800,0,0,0,0,0,0,N,N,N,Y,N
8701,1373454,David Schott,31,1,20000238356.0,311061077,66182,David Schott,5241 MAIER AVENUE,Riverside,IA,52327,Johnson,6, ,Active,Confinement,No,800.0,0,Liberty,78,6,W,19,41.55135,-91.59722,616989,4600915,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490780882000.0,moved to middle of building,2,77,39,70802090206.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66182,8270,800,0,0,0,0,0,0,N,N,N,Y,N
8703,1373456,Tom Schissel,26,1,20000238358.0,311061095,65087,Tom Schissel,1168 County Road W42,Ossian,IA,52161,Winneshiek,1, ,Active,Confinement/Open Feedlot,No,821.0,0,Military,96,8,W,27,43.10613,-91.78241,599073,4773320,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,cwolter,1263859200000.0,moved to building center,4,15,8,70600040601.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65087,8272,0,0,821,0,0,0,0,N,N, , ,Y
8902,1419463,Vb #9,31,1,20000331533.0,312046265,66810,Vb #9,3819 330TH ST,Boyden,IA,0,Sioux,3, ,Active,Confinement,No,800.0,0,Capel,96,44,W,3,43.17,-96.03561,253248,4784168,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1496845900000.0, ,4,4,2,102300020402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66810,9664,800,0,0,0,0,0,0,N,N,N,Y,N
9160,1421321,Jon and Darcy Schwanke,32,1,20000335440.0,312080236,67803,Jon And Darcy Schwanke,61231 595th St,Atlantic,IA,50022,Cass,4, ,Active,Open Feedlot,No,800.0,0,Washington,76,37,W,36,41.34041,-95.05127,328371,4578576,570,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,erin.ogl,1402329375000.0, ,3,21,11,102400030304.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67803,9922,0,0,800,0,0,0,0,N,N, , , 
9295,1410232,Daryl Higgins,31,1,20000309250.0,311905729,66748,Daryl Higgins,1476 310th St,Brandon,IA,52210,Buchanan,1, ,Active,Confinement,No,816.0,0,Jefferson,87,10,W,23,42.33715,-91.98213,583851,4687712,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1306800000000.0, ,1,23,12,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66748,8860,256,0,560,0,0,0,0,Y,N,N,Y,N
9385,1387761,Phil Calmer,32,1,20000264148.0,311542104,66364,Phil Calmer,3202 190TH ST,Manson,IA,0,Calhoun,3, ,Active,Open Feedlot,No,800.0,0,Lincoln,89,31,W,23,42.51604,-94.48251,378218,4708139,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,michelle,1518101922000.0, ,4,10,5,71000060903.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66364,8478,800,0,0,0,0,0,0,N,N, , , 
9413,1387792,Matt Hurd,26,1,20000264222.0,311543185,66375,Matt Hurd,1720 Rolf Ave,Sac City,IA,50568,Sac,3, ,Active,Confinement/Open Feedlot,No,800.0,0,Douglas,89,35,W,8,42.54427,-95.01135,334849,4712170,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1495725689000.0,moved to middle of feedlot,4,11,6,71000060207.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66375,8488,0,0,800,0,0,0,0,N,N, , , 
9414,1410555,Dave Kats,32,1,20000309776.0,311911152,66823,Dave Kats,2980 FIR AVE,Rock Valley,IA,0,Sioux,3, ,Active,Open Feedlot,No,800.0,0,Rock,97,46,W,14,43.21685,-96.25419,235682,4790039,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497532624000.0,moved to middle of feedlot,4,4,2,101702040804.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66823,8926,0,0,800,0,0,0,0,N,N, , , 
9504,1410905,Don Stickle & Sons Inc. - Sec 14,32,1,20000310485.0,311919369,56573,Don Stickle & Sons Inc. - Sec 14,16542 OLD CASS RD,Anamosa,IA,0,Jones,1, ,Active,Open Feedlot,No,800.0,0,Cass,85,4,W,14,42.17418,-91.2791,642134,4670549,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, , ,0,0,70801021003.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56573,8972,0,0,800,0,0,0,0,N,N, , , 
9507,1388661,Bosler Shawn,7,1,20000265929.0,311590313,67130,Bosler Shawn,2047 Dogwood Ave,Alvord,IA,51230,Lyon,3, ,Active,Confinement,No,800.0,0,Lyon,99,47,W,36,43.35285,-96.34852,228625,4805446,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,zachery.,1490884021000.0,moved to middle of building,4,1,1,101702040403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67130,8534,0,0,800,0,0,0,0,N,N,N,Y,N
9508,1410907,Don Stickle & Sons Farms Inc. - Sec 25,32,1,20000310487.0,311919387,56575,Don Stickle & Sons Farms Inc. - Sec 25,3969 BUFFALO RIDGE RD,Anamosa,IA,0,Linn,1, ,Active,Open Feedlot,No,800.0,0,Buffalo,85,5,W,25,42.14783,-91.37492,634275,4667468,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490871122000.0,moved to middle of feedlot,1,95,48,70801020906.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56575,8974,0,0,800,0,0,0,0,N,N, , , 
9522,1410945,Gleason Farms Inc. - Chad's Site,31,1,20000310549.0,310669833,66867,Gleason Farms Inc. - Chad's Site,2061 215TH ST,Audubon,IA,0,Audubon,4, ,Active,Confinement,No,800.0,0,Leroy,80,35,W,35,41.69629,-94.88555,343099,4617774,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1480688534000.0,moved to middle of building,4,12,6,102400030205.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66867,8981,0,0,800,0,0,0,0,N,N,N,Y,N
9529,1410948,Gleason Farms Inc. (home),26,1,20000310552.0,311921409,61327,Gleason Farms Inc. (home),2036 KINGBIRD AVE,Audubon,IA,0,Audubon,4, ,Active,Confinement/Open Feedlot,No,800.0,0,Leroy,80,35,W,26,41.71147,-94.8976,342134,4619482,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1481118609000.0,moved to middle of building,4,12,6,102400030205.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61327,8984,0,0,800,0,0,0,0,N,N,N,Y,N
9564,1413934,Sioux Center Pullets Llp Tiedeman (hawkeye),26,1,20000313881.0,311923845,66299,Sioux Center Pullets Llp Tiedeman (hawkeye),3645 240th St,George,IA,51237,Lyon,3, ,Active,Confinement/Open Feedlot,No,800.0,0,Wheeler,98,44,W,20,43.30039,-96.06945,251029,4798749,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490886548000.0,moved to middle of building,4,1,1,101702040606.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66299,9002,0,0,0,800,0,0,0,N,N,Y,N,N
9656,1396039,Altena Troy,32,1,20000276698.0,311703596,66478,Altena Troy,2584 IA 9 Street,Rock Rapids,IA,0,Lyon,3, ,Active,Open Feedlot,No,800.0,0,Allison,100,46,W,33,43.43508,-96.27728,234759,4814350,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491833632000.0,moved to middle of feedlot,4,1,1,101702040402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66478,8606,0,0,800,0,0,0,0,N,N, , , 
9663,1414637,Omar Miller,31,1,20000323522.0,311954217,66938,Omar Miller,24316 180th St,Leon,IA,50144,Decatur,5, ,Active,Confinement,No,820.0,0,Center,69,25,W,9,40.78363,-93.74104,437474,4515002,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1483095584000.0,moved to matching address,2,27,14,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66938,9054,820,0,0,0,0,0,0,N,N,N,Y,N
9718,1396137,Hoogendoorn Dave - Burr Oaks Farm Inc,7,1,20000276821.0,311706357,66813,Hoogendoorn Dave - Burr Oaks Farm Inc,2518 ASHLEY AVE,Inwood,IA,0,Lyon,3, ,Active,Confinement,No,812.0,0,Lyon,98,45,W,21,43.28965,-96.52583,213958,4799019,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491312944000.0,moved to middle of building,4,1,1,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66813,8637,812,0,0,0,0,0,0,N,N,N,Y,N
9791,1396310,Zach Domeyer,31,1,20000277737.0,311722502,66552,Zach Domeyer,30634 WENTE RD,Dyersville,IA,0,Dubuque,1, ,Active,Confinement,No,800.0,0,New Wine,89,2,W,8,42.53713,-91.09642,656320,4711172,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1483434981000.0,moved to middle of building,1,57,29,70600060603.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66552,8673,800,0,0,0,0,0,0,N,N,N,Y,N
9809,1396443,Knobloch Lance,31,1,20000277965.0,311725554,61572,Knobloch Lance,1872 Dogwood Ave,Alvord,IA,51230,Lyon,3, ,Active,Confinement,No,800.0,0,Logan,99,47,W,24,43.37856,-96.3488,228718,4808303,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490880016000.0,moved to middle of building,4,1,1,101702040403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61572,8682,800,0,0,0,0,0,0,N,N,N,Y,N
9836,1396521,Brian Klocke,7,1,20000278074.0,311728262,66574,Brian Klocke,1028 Nighthawk Ave.,Dedham,IA,51440,Audubon,4, ,Active,Confinement,No,800.0,0,Viola,81,34,W,5,41.85828,-94.83925,347337,4635676,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1480686410000.0,moved to middle of building,4,12,6,102400030201.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66574,8695,800,0,0,0,0,0,0,N,N,N,Y,N
