FID,OBJECTID,MAPLABELNA,LEGENDTYPE,PUBLICVIEW,LOCID,stfacid,progid,facName,LocAddress,CityName,State,locZip,countyName,FO,locSupplem,opStatus,OperatType,BasinInspe,AnimalUnit,Horses,TownshipNa,Tier,Range,rangeDir,Sectn,Latitude,Longitude,X_Coord,Y_Coord,Accuracy,colMthTxt,refPntTxt,VerifyTxt,collectBy,ColDate,locComment,Congress,StHouse,StSenate,HUC,Hyperlink,uniqueID,Swine,CattleDair,CattleBeef,Chickens,Turkeys,SheepLGoat,Other,ConsPermit,NPDESPermi,MMP,PindexMMP,NMP
6979,1361212,Stewart Farms,32,1,20000213698.0,310664267,56948,Stewart Farms,33878 190th Street,Dike,IA,50624,Grundy,2, ,Active,Open Feedlot,No,210.0,0,Grant,88,15,W,23,42.42655,-92.55541,536573,4697233,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,40,20,70802050403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56948,6159,0,0,210,0,0,0,0,N,N, , , 
7016,1361250,Renze Gary - Crap Shoot Inc.,31,1,20000213738.0,310666112,61664,Renze Gary - Crap Shoot Inc.,3527 320th St,Auburn,IA,51433,Sac,3, ,Active,Confinement,No,240.0,0,Coon Valley,87,35,W,23,42.32636,-94.89204,344106,4687746,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,51,26,71000060802.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=61664,6196,240,0,0,0,0,0,0,N,N,Y,N,N
7118,1361352,Mike Murray Feedlot,32,1,20000213843.0,310671368,57181,Mike Murray Feedlot,2866 270th St # 375,Fredericksburg,IA,50630,Chickasaw,1, ,Active,Open Feedlot,No,240.0,0,Fredericksburg,94,11,W,18,42.96344,-92.18687,566316,4757076,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,15,8,70801020302.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57181,6299,0,0,240,0,0,0,0,N,N, , , 
7145,1361379,Phil Cooper Farms,32,1,20000213870.0,310672429,57168,Phil Cooper Farms,18619 HOLY CROSS RD,Holy Cross,IA,0,Dubuque,1, ,Active,Open Feedlot,No,220.0,0,Concord,90,1,W,31,42.56806,-90.99679,664420,4714795,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,1,32,16,70600030601.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57168,6326,0,0,220,0,0,0,0,N,N, , , 
7182,1361416,Fisher Farms,32,1,20000213909.0,310674203,56689,Fisher Farms,16707 Meredith Drive,Waukee,IA,50263,Dallas,5, ,Active,Open Feedlot,No,240.0,0,Walnut,79,26,W,14,41.64556,-93.84853,429338,4610772,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,47,24,71000061601.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56689,6363,0,0,200,0,0,40,0,N,N, , , 
7186,1361420,Troy Gilbert,32,1,20000213913.0,310674436,57561,Troy Gilbert,1610 280TH ST,Ionia,IA,0,Chickasaw,1, ,Active,Open Feedlot,No,225.0,0,Richland,94,13,W,19,42.9497,-92.43558,546043,4755384,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,15,8,70802011201.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57561,6367,0,0,225,0,0,0,0,N,N, , , 
7198,1361432,Kauffman Gary - Section 9,32,1,20000213925.0,310675079,63573,Kauffman Gary - Section 9,430th Avenue,Emmetsburg,IA,50536,Palo Alto,3, ,Inactive,Open Feedlot,No,230.0,0,Great Oak,95,33,W,9,43.0579,-94.73872,358411,4768711,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,7,4,71000020801.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63573,6379,0,0,230,0,0,0,0,N,N, , , 
7205,1361439,James Sailer Farm,32,1,20000213932.0,310675364,56927,James Sailer Farm,1650 200th St,Schleswig,IA,51461,Crawford,4, ,Active,Open Feedlot,No,225.0,0,Hanover,84,40,W,2,42.11867,-95.47734,295208,4665922,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,55,28,102300010504.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56927,6386,0,0,225,0,0,0,0,N,N, , , 
7308,1362318,Dial Dwight,31,1,20000214854.0,310715018,62603,Dial Dwight,3505 Langley Ave,Lake City,IA,51449,Calhoun,3, ,Active,Confinement,No,210.0,0,Calhoun,86,33,W,9,42.28077,-94.68945,360699,4682332,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,50,25,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=62603,7268,210,0,0,0,0,0,0,N,N,N,Y,N
7324,1362325,Beck Farms,32,1,20000214861.0,310715269,57378,Beck Farms,2766 CO. HWY 71,Kellerton,IA,50133,Ringgold,4, ,Active,Open Feedlot,No,220.0,0,Athens,68,28,W,32,40.64306,-94.10895,406233,4499726,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,96,48,102801010405.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57378,7275,0,0,220,0,0,0,0,N,N, , , 
7629,1362481,Home Place Cattle,32,1,20000215028.0,310723027,56586,Home Place Cattle,1378 Mallard Ave,Hampton,IA,50441,Franklin,2, ,Active,Open Feedlot,No,230.0,0,Marion,92,21,W,36,42.74147,-93.26305,478470,4732140,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,12,6,70802040305.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=56586,7431,0,0,230,0,0,0,0,N,N, , , 
7776,1362556,Greenfield Pork,31,1,20000215109.0,310726955,58770,Greenfield Pork,3244 220th Street,Manson,IA,50563,Calhoun,3, ,Active,Confinement,Yes,240.0,0,Greenfield,88,31,W,5,42.47307,-94.48416,377999,4703370,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,4,50,25,71000060903.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58770,7506,240,0,0,0,0,0,0,N,N,Y,N,N
7871,1362604,Gary Riesberg,32,1,20000215159.0,310729101,57685,Gary Riesberg,16397 260th St,Manning,IA,51455,Carroll,4, ,Active,Open Feedlot,No,230.0,0,Roselle,83,35,W,19,41.9796,-94.96762,336991,4649384,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,51,26,71000070301.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=57685,7554,0,0,230,0,0,0,0,N,N, , , 
7956,1361817,Robert Oldham,26,1,20000214336.0,310692287,63525,Robert Oldham,2342 330th St,Eddyville,IA,52553,Mahaska,5, ,Active,Confinement/Open Feedlot,No,240.0,0,Harrison,74,15,W,32,41.17162,-92.61319,532447,4557881,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,3,72,36,71000090704.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=63525,6765,240,0,0,0,0,0,0,N,N, , , 
8006,1415695,Van Maanen Brian,26,1,20000325814.0,311981318,67098,Van Maanen Brian,3175 260TH ST,Doon,IA,0,Lyon,3, ,Active,Confinement/Open Feedlot,No,235.0,10,Garfield,98,45,W,33,43.27041,-96.16407,243228,4795707,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490961014000.0,moved to middle of building,4,1,1,101702040606.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67098,9206,225,0,0,0,0,0,0,N,N, , , 
8093,1417454,Deboer Kevin,32,1,20000327892.0,312006316,67169,Deboer Kevin,4335 110TH ST,Little Rock,IA,0,Lyon,3, ,Active,Open Feedlot,No,240.0,0,Elgin,100,43,W,16,43.48961,-95.9328,262854,4819366,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491494459000.0,moved to middle of feedlot,4,1,1,101702040701.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67169,9278,0,0,240,0,0,0,0,N,N, , , 
8128,1417570,Hoekstra Steve,26,1,20000328035.0,312008145,67202,Hoekstra Steve,2474 GOLDFINCH AVE,Doon,IA,0,Lyon,3, ,Active,Confinement/Open Feedlot,No,227.0,0,Garfield,98,45,W,19,43.28941,-96.21385,239269,4797971,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490966296000.0,moved to middle of feedlot,4,1,1,101702040703.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67202,9313,107,0,0,0,0,0,0,N,N, , , 
8187,1417861,Hilbrands Bill Dairy,26,1,20000328519.0,312013059,67265,Hilbrands Bill Dairy,2636 Kiwi Ave,George,IA,51237,Lyon,3, ,Active,Confinement/Open Feedlot,No,232.0,0,Dale,98,43,W,32,43.26752,-95.96012,259769,4794778,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491296780000.0,moved to middle of feedlot,4,1,1,101702040505.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67265,9371,0,232,0,0,0,0,0,N,N, , , 
8234,1418053,Cea,31,1,20000328789.0,312018287,67312,Cea,Hwy 9,Ocheyedan,IA,0,Osceola,3, ,Active,Confinement,No,240.0,0,Horton,100,40,W,31,43.43438,-95.61122,288665,4812366,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,paul.pet,1420801291000.0, ,4,1,1,102300030502.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67312,9418,240,0,0,0,0,0,0,N,N, , , 
8297,1418276,D & S Stock Farms,26,1,20000329140.0,312022254,67387,D & S Stock Farms,4668 110TH ST,Little Rock,IA,0,Lyon,3, ,Active,Confinement/Open Feedlot,No,225.0,0,Elgin,100,43,W,12,43.49171,-95.86815,268090,4819417,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491578467000.0, ,4,1,1,101702040603.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67387,9481,75,0,30,0,0,0,0,N,N, , , 
8325,1418446,V.b. #13,31,1,20000329527.0,312027993,67407,V.b. #13,3167 Ironwood Ave.,Hull,IA,51239,Sioux,3, ,Active,Confinement,No,240.0,0,Sheridan,97,44,W,30,43.19115,-96.08014,249714,4786648,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497366624000.0, ,4,3,2,102300020402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67407,9509,240,0,0,0,0,0,0,N,N, , , 
8331,1418452,Jet Pork,26,1,20000329533.0,312028052,67414,Jet Pork,4161 280TH ST,Boyden,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,231.0,0,Grant,97,43,W,7,43.24339,-95.96863,258982,4792123,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1496846985000.0,moved to middle of building,4,3,2,101702040505.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67414,9515,231,0,0,0,0,0,0,N,N, , , 
8353,1418560,Grevengoed Randy,31,1,20000329882.0,312030325,67450,Grevengoed Randy,3215 JAY AVE,Boyden,IA,0,Sioux,3, ,Active,Confinement,No,208.0,0,Sheridan,97,44,W,33,43.18347,-96.04021,252929,4785677,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1496914733000.0,moved to middle of building,4,3,2,102300020402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67450,9538,208,0,0,0,0,0,0,N,N, , , 
8495,1363111,D & D Boots Dairy,26,1,20000215695.0,310754131,60231,D & D Boots Dairy,1624 Yew Ave,Harris,IA,51345,Osceola,3, ,Active,Confinement/Open Feedlot,Yes,240.0,0,Allison,99,39,W,12,43.41192,-95.40524,305264,4809370,20,INTERPOLATION-PHOTO, , ,cwolter,1210896000000.0, ,5,5,3,102300030106.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=60231,8064,0,0,240,0,0,0,0,Y,N,Y,N,N
8557,1363239,Drenth Eric,31,1,20000219729.0,310793105,66073,Drenth Eric,GRANT AVENUE,Rock Rapids,IA,51246,Lyon,3, ,Active,Confinement,No,240.0,0,Rock,99,45,W,31,43.35012,-96.19631,240950,4804659,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491832865000.0,moved to middle of building,4,1,1,101702040703.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66073,8126,240,0,0,0,0,0,0,N,N, , , 
8561,1363243,Cd Lynx,31,1,20000219733.0,310793141,66052,Cd Lynx,28533 LYNX AVE,Hinton,IA,51024,Plymouth,3, ,Active,Confinement,No,240.0,0,Lincoln,90,45,W,5,42.64075,-96.17477,239716,4725810,50,INTERPOLATION-PHOTO, , ,jerwin,1231804800000.0, ,5,53,27,102300040403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66052,8130,240,0,0,0,0,0,0,N,N,N,Y,N
8610,1363294,Winterset Farms LLC,32,1,20000219787.0,310793774,65930,Winterset Farms Llc,21654 240TH ST.,Merrill,IA,51038,Plymouth,3, ,Active,Open Feedlot,No,220.0,0,Liberty,91,47,W,16,42.69173,-96.41467,220275,4732238,20,INTERPOLATION-PHOTO, , ,jerwin,1231891200000.0, ,5,3,2,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=65930,8179,220,0,0,0,0,0,0,N,N, , , 
8614,1363298,Conlin Bill,31,1,20000219791.0,310793829,66132,Conlin Bill,2335 540TH ST,Albert City,IA,0,Buena Vista,3, ,Active,Confinement,No,240.0,0,Fairfield,92,35,W,35,42.73707,-94.9475,340584,4733456,280,PUBLIC LAND SURVEY - SIXTEENTH SECTION,PLANT ENTRANCE (GENERAL), ,brandon.,1506509109000.0, ,4,11,6,71000060101.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66132,8183,240,0,0,0,0,0,0,N,N,N,Y,N
8642,1373392,Reimers Site,31,1,20000238282.0,311060194,58856,Reimers Site, ,Humboldt,IA,0,Humboldt,2, ,Inactive,Confinement,No,240.0,0, ,0,0, ,0,42.77668,-94.20748,401223,4736723,280,PUBLIC LAND SURVEY, , ,batchefd,1243900800000.0, ,4,8,4,71000020903.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58856,8211,240,0,0,0,0,0,0,N,N, , , 
8661,1373411,Mcdonald Dwight,31,1,20000238303.0,311060443,58075,Mcdonald Dwight, , ,XX,0,Hardin,2, ,Active,Confinement,No,240.0,0, ,0,0, ,12,42.37969,-93.24053,480198,4691962,280,PUBLIC LAND SURVEY, , ,batchefd,1243900800000.0, ,4,44,22,70802070604.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=58075,8230,240,0,0,0,0,0,0,N,N, , , 
8687,1373439,Whitefield Farm,31,1,20000238334.0,311060818,66156,Whitefield Farm, ,Wayland,IA,52654,Henry,6, ,Active,Confinement,No,216.0,0,Jefferson,0,0, ,0,40.98721,-91.54455,622430,4538357,280,PUBLIC LAND SURVEY, , ,batchefd,1243900800000.0, ,2,91,46,70801070902.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66156,8256,0,0,0,0,216,0,0,N,N, , , 
8809,1381151,Small Animal Feeding (safo),31,1,20000255101.0,311385529,59688,Small Animal Feeding (safo), ,Manilla,IA,0,Crawford,4, ,Inactive,Confinement,No,240.0,0,Iowa,0,0, ,20,41.9034,-95.17518,319580,4641339,570,PUBLIC LAND SURVEY-QUARTER SECTION, , ,bbunke,1218153600000.0, ,5,51,26,102400020103.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=59688,8378,240,0,0,0,0,0,0,N,N, , , 
8823,1381166,Renes Dairy,32,1,20000255118.0,311385701,66283,Renes Dairy,2690 360th St,Rock Valley,IA,51247,Sioux,3, ,Active,Open Feedlot,No,210.0,0,Plato,96,46,W,15,43.12785,-96.25652,235108,4780162,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,richard.,1327921400000.0, ,5,4,2,1017020329.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66283,8392,0,210,0,0,0,0,0,N,N, , , 
8847,1419117,Meyer Bill,26,1,20000330727.0,312040065,67522,Meyer Bill,3632 390TH ST,Orange City,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,225.0,0,Capel,96,44,W,32,43.08554,-96.07184,249959,4774895,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497454324000.0,moved to middle of feedlot,4,4,2,102300020404.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67522,9614,0,225,0,0,0,0,0,N,N, , , 
8880,1419346,Jasper Robert,26,1,20000331057.0,312043584,67548,Jasper Robert,4707 FIG AVE,Ireton,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,240.0,0,Reading,94,46,W,16,42.96547,-96.27362,233013,4762182,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,kenneth.,1432737927000.0, ,4,4,2,102300020205.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67548,9642,240,0,0,0,0,0,0,N,N, , , 
8883,1419359,Arreola Abraham,32,1,20000331071.0,312043784,67549,Arreola Abraham,4622 EAGLE AVE,Ireton,IA,0,Sioux,3, ,Active,Open Feedlot,No,220.0,0,Reading,94,46,W,8,42.98003,-96.31167,229973,4763921,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,kenneth.,1432736332000.0, ,4,4,2,101702032502.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67549,9645,200,0,20,0,0,0,0,N,N, , , 
8907,1419481,Devries Dairy Glenn & Eric,26,1,20000331561.0,312046654,67574,Devries Dairy Glenn & Eric,4181 420TH ST,Alton,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,204.2,0,Floyd,95,43,W,19,43.03954,-95.96323,258619,4769467,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1495812613000.0, ,4,3,2,102300020306.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67574,9669,0,204,0,0,0,0,0,N,N, , , 
8918,1419526,Kleinhesselink Mike,26,1,20000331649.0,312047371,67588,Kleinhesselink Mike,4091 JACKSON AVE,Orange City,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,202.5,0,Holland,95,44,W,8,43.05653,-96.05823,250949,4771632,25,INTERPOLATION-MAP,CENTER OF FACILITY, ,kenneth.,1432715085000.0, ,4,4,2,102300020204.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67588,9680,200,0,0,0,0,2,0,N,N, , , 
8926,1419928,Ten Napel Christopher,31,1,20000332134.0,312052476,67596,Ten Napel Christopher,2565 500TH ST,Ireton,IA,0,Sioux,3, ,Active,Confinement,No,240.0,0,Reading,94,46,W,33,42.92289,-96.28686,231748,4757495,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497437837000.0, ,4,4,2,101702032201.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67596,9688,240,0,0,0,0,0,0,N,N, , , 
8944,1420000,Klein Gerald,26,1,20000332258.0,312054821,67614,Klein Gerald,3786 MARSH AVE,Hospers,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,236.0,0,Lynn,96,43,W,25,43.10031,-95.87995,265636,4775980,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497001843000.0, ,4,3,2,102300020305.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67614,9706,200,0,0,0,0,0,0,N,N, , , 
8950,1420008,Matt Hansen,26,1,20000332267.0,312054912,67626,Matt Hansen,4427 KIWI AVE,Alton,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,220.0,0,Floyd,95,43,W,31,43.00881,-95.95958,258797,4766044,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1496830378000.0,moved to middle of feedlot,4,3,2,102300020306.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67626,9712,120,0,100,0,0,0,0,N,N, , , 
8966,1420085,Melvin Gipple,31,1,20000332387.0,312056203,67638,Melvin Gipple,26794 105th St,Crawfordsville,IA,52621,Louisa,6, ,Active,Confinement,No,240.0,0,Elm Grove,74,5,W,16,41.21367,-91.44284,630538,4563646,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490872973000.0,moved to middle of building,2,88,44,70802090904.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67638,9728,240,0,0,0,0,0,0,N,N, , , 
8991,1420286,Matt Schuiteman,26,1,20000332743.0,312059326,67663,Matt Schuiteman, ,Sioux Center,IA,0,Sioux,3, ,Active,Confinement/Open Feedlot,No,230.0,0,West Branch,95,45,W,2,43.08092,-96.13106,245119,4774560,570,ADDRESS MATCHING-STREET CENTERLINE,CENTER OF FACILITY, ,batchefd,1359417600000.0, , ,0,0,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67663,9753,230,0,0,0,0,0,0,N,N, , , 
9054,1420651,Richter Gerald,31,1,20000333952.0,312068005,67725,Richter Gerald,1985 590th St,Newell,IA,50568,Buena Vista,3, ,Active,Confinement,No,240.0,0,Coon,91,35,W,30,42.66254,-95.01605,334776,4725312,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1481193769000.0,moved to matching address,4,11,6,71000060308.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67725,9816,240,0,0,0,0,0,0,N,N, , , 
9064,1420731,Huitink Harlan,32,1,20000334214.0,312069424,67736,Huitink Harlan,3912 400TH ST,Hospers,IA,0,Sioux,3, ,Active,Open Feedlot,No,219.0,0,Holland,95,44,W,2,43.07069,-96.01452,254565,4773076,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497014113000.0,moved to middle of feedlot,4,4,2,102300020403.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=67736,9826,0,119,100,0,0,0,0,N,N, , , 
9287,1410215,Mike Rus,26,1,20000309233.0,311905445,66738,Mike Rus,2150 330th St,Rock Valley,IA,51247,Sioux,3, ,Active,Confinement/Open Feedlot,No,215.0,0,Sioux,97,47,W,35,43.17086,-96.36354,226594,4785283,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,richard.,1327674252000.0, ,5,4,2,101702041105.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66738,8856,200,0,0,0,0,15,0,N,N, , , 
9403,1410527,Tim Van Ginkel,32,1,20000309742.0,311910604,66807,Tim Van Ginkel,1890 300TH ST,Rock Valley,IA,0,Sioux,3, ,Active,Open Feedlot,No,230.0,0,Sioux,97,47,W,17,43.21558,-96.41375,222715,4790414,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497531181000.0,moved to middle of feedlot,4,4,2,101702031906.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66807,8920,0,0,230,0,0,0,0,N,N, , , 
9420,1410582,Peters Steve (richie's),32,1,20000309843.0,311911803,66828,Peters Steve (richie's),170 470TH ST,Marcus,IA,0,Cherokee,3, ,Active,Open Feedlot,No,240.0,0,Marcus,93,42,W,31,42.8349,-95.84443,267528,4746406,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,zachery.,1481637762000.0,Moved to middle,4,3,2,102300040103.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66828,8929,0,0,240,0,0,0,0,N,N, , , 
9478,1410776,Berg Ralph Feedlot,32,1,20000310175.0,311915069,66855,Berg Ralph Feedlot,1346 7TH ST NE,Sioux Center,IA,0,Sioux,3, ,Active,Open Feedlot,No,220.0,0,Welcome,96,45,W,34,43.08509,-96.15392,243276,4775093,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497609566000.0,moved to middle of feedlot,4,4,2,102300020404.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66855,8959,0,0,220,0,0,0,0,N,N, , , 
9575,1395917,Patrick Otte,32,1,20000276519.0,311700935,66442,Patrick Otte,2482 E AVE,Ladora,IA,0,Iowa,6, ,Active,Open Feedlot,No,215.0,0,Lincoln,79,12,W,14,41.64676,-92.22088,564880,4610850,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1490695237000.0,moved to middle of building,1,76,38,70802090405.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66442,8567,0,215,0,0,0,0,0,N,N, , , 
9598,1414196,Terry Hora,7,1,20000314206.0,311928199,66615,Terry Hora,1774 SPRUCE AVE,Ainsworth,IA,0,Washington,6, ,Active,Confinement,No,240.0,0,Highland,76,6,W,7,41.39906,-91.59843,617162,4584006,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1497873313000.0,moved to middle of building,2,78,39,70802090803.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66615,9021,240,0,0,0,0,0,0,N,N, , , 
9686,1396080,Mckenney Randy,32,1,20000276748.0,311704722,66497,Mckenney Randy,1924 180th St.,Lester,IA,0,Lyon,3, ,Active,Open Feedlot,No,225.0,0,Logan,99,48,W,16,43.39018,-96.40589,224145,4809781,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491493172000.0,moved to middle of feedlot,4,1,1,101702031901.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66497,8621,0,0,225,0,0,0,0,N,N, , , 
9692,1396090,Heyer Gary,26,1,20000276758.0,311704986,66503,Heyer Gary,1886 110th St,Larchwood,IA,51241,Lyon,3, ,Active,Confinement/Open Feedlot,No,220.0,0,Larchwood,100,47,W,8,43.49135,-96.41493,223874,4821048,20,INTERPOLATION-PHOTO,PLANT ENTRANCE (GENERAL), ,richard.,1325593089000.0, ,5,4,2,0.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66503,8624,220,0,0,0,0,0,0,N,N, , , 
9706,1396103,Moser Donn,26,1,20000276775.0,311705198,66510,Moser Donn,1632 DOGWOOD AVE,Larchwood,IA,0,Lyon,3, ,Active,Confinement/Open Feedlot,No,220.0,0,Logan,99,47,W,12,43.41476,-96.3475,228984,4812320,20,INTERPOLATION-PHOTO,CENTER OF FACILITY, ,zachery.,1491473207000.0,moved to middle of feedlot,4,1,1,101702040402.0,https://programs.iowadnr.gov/afoemmp/Facility/FacilitySummaryByID?facilityID=66510,8631,220,0,0,0,0,0,0,N,N, , , 
